# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
280.915        	U              	(5.98859860e-01 -6.71024529e-01 -1.75493908e-19)	(4.61520878e+00 -3.51322711e-01 3.14116576e-17)	(1.15596361e+00 4.60608965e-01 1.59907598e-19)	(7.78110489e+00 -1.24209619e+00 -7.70349389e-19)
280.971        	p              	-9.47680315e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60589054e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
280.971        	U              	(4.67663528e-01 -6.67261669e-01 -6.44362855e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.15826309e+00 4.87309318e-01 2.65026964e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
281.027        	p              	-9.48268482e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60713261e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.027        	U              	(4.68538734e-01 -6.68835501e-01 -6.44904447e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.16620761e+00 4.87349527e-01 2.61531615e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
281.083        	p              	-9.49060513e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60722012e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.083        	U              	(4.69371571e-01 -6.70339306e-01 -6.44678735e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.17404668e+00 4.87153114e-01 2.57430289e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
281.139        	p              	-9.48739882e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60856484e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.139        	U              	(4.70158384e-01 -6.71768367e-01 -6.44990638e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.31696004e+00 2.43160804e-01 2.68433817e-19)	(7.67489380e+00 -2.21697715e+00 0.00000000e+00)
281.195        	p              	-9.48953718e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60597662e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.195        	U              	(4.70899879e-01 -6.73121815e-01 -6.44535062e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.32221285e+00 2.29940107e-01 2.70576164e-19)	(7.67489380e+00 -2.21697715e+00 0.00000000e+00)
281.251        	p              	-9.48533799e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60465977e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.251        	U              	(4.71596526e-01 -6.74401692e-01 -6.44738435e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.33163555e+00 2.27638542e-01 3.45173752e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.307        	p              	-9.47453047e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60612621e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.307        	U              	(-1.30846989e-01 -3.20886836e-01 -3.88835097e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.33400099e+00 2.25951426e-01 3.38183541e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.362        	p              	-9.46219486e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60644501e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.362        	U              	(-1.25780827e-01 -3.39044186e-01 -3.87329296e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.33616351e+00 2.24079455e-01 3.31746712e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.418        	p              	-9.44693894e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60442637e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.418        	U              	(-1.20705653e-01 -3.56560843e-01 -3.84263981e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.33811145e+00 2.22021551e-01 3.24566937e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.473        	p              	-9.42830023e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60570709e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.473        	U              	(-1.15631784e-01 -3.73502989e-01 -3.81826772e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.33985249e+00 2.19772022e-01 3.17649771e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.529        	p              	-9.40849852e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60180450e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.529        	U              	(-1.57195805e-02 -5.38053260e-01 -2.23058835e-19)	(1.16988517e+00 -1.38518882e-01 1.12587801e-17)	(1.31911701e+00 2.70028002e-01 2.98211324e-19)	(1.37268371e+00 -1.26872548e+00 0.00000000e+00)
281.584        	p              	-9.38670053e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.60000222e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.584        	U              	(-1.22915167e-02 -4.66077328e-01 -4.58978005e-19)	(1.16988517e+00 1.38518882e-01 -1.12591964e-17)	(1.34270492e+00 2.14747321e-01 3.04261945e-19)	(1.20230689e+00 -1.30081379e+00 4.55491978e-17)
281.639        	p              	-9.35955550e-01	(-4.06193375e-02 -1.03340804e+00 0.00000000e+00)	5.59927457e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.639        	U              	(4.75192523e-01 -6.81111529e-01 -6.41607150e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24742089e+00 4.73205654e-01 2.17952427e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
281.695        	p              	-9.32772268e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.59799427e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.695        	U              	(4.75519283e-01 -6.81750400e-01 -6.41042850e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25426558e+00 4.70643388e-01 2.13800559e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
281.75         	p              	-9.29798625e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.59659223e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.75         	U              	(4.75797399e-01 -6.82308798e-01 -6.40636182e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28700368e+00 3.21783738e-01 2.82968584e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
281.805        	p              	-9.26372562e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.59465111e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.805        	U              	(1.52496024e-03 -5.07715563e-01 -4.23197299e-19)	(1.16988517e+00 1.38518882e-01 -1.12591964e-17)	(1.29151125e+00 3.19814975e-01 2.80361392e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
281.861        	p              	-9.23331759e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.58917964e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.861        	U              	(4.69229381e-03 -5.16597566e-01 -4.14852259e-19)	(1.16988517e+00 1.38518882e-01 -1.12591964e-17)	(1.29600831e+00 3.17671887e-01 2.77529607e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
281.916        	p              	-9.19141598e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.58754106e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.916        	U              	(-7.87377284e-02 -4.87481139e-01 -3.50313340e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.30047537e+00 3.15368250e-01 2.74345270e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
281.971        	p              	-9.15399362e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.58104098e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
281.971        	U              	(-7.49271095e-02 -4.98950551e-01 -3.45654150e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.30491830e+00 3.12891552e-01 2.71313729e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
282.026        	p              	-9.10764808e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.57872787e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.026        	U              	(-1.44850186e-01 -4.32069446e-01 -2.53199549e-19)	(1.48871874e+00 1.76335015e-01 0.00000000e+00)	(1.30933351e+00 3.10244203e-01 2.68365242e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
282.081        	p              	-9.06352304e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.57588419e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.081        	U              	(-6.80756736e-02 -5.19998316e-01 -3.35644308e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.29952730e+00 4.46298771e-01 1.84667005e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
282.136        	p              	-9.01225847e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.57136162e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.136        	U              	(1.33980869e-01 -3.09304211e-01 -4.25750071e-19)	(1.66645754e+00 -1.97416215e-01 2.51907161e-17)	(1.30555125e+00 4.41827101e-01 1.80524240e-19)	(2.01231361e+00 -1.34414268e+00 0.00000000e+00)
282.191        	p              	-8.96204359e-01	(-1.21582612e-01 -1.02709282e+00 0.00000000e+00)	5.56702678e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.191        	U              	(1.37939423e-01 -3.26168088e-01 -4.29289813e-19)	(1.66645754e+00 -1.97416215e-01 2.51907161e-17)	(1.32237081e+00 3.01326830e-01 2.59653175e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
282.247        	p              	-8.93179213e-01	(2.06331657e+00 -2.44486796e-01 0.00000000e+00)	5.56678434e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.247        	U              	(-8.73232829e-02 -2.68136919e-01 -3.10866599e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.32664007e+00 2.98041217e-01 2.56742649e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
282.302        	p              	-8.91919835e-01	(2.06331657e+00 -2.44486796e-01 0.00000000e+00)	5.56479003e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.302        	U              	(-8.27683990e-02 -2.88023776e-01 -3.13834577e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.33088362e+00 2.94601645e-01 2.53799170e-19)	(1.77413143e+00 -1.63972324e+00 -1.42808762e-17)
282.357        	p              	-8.89721402e-01	(2.06331657e+00 -2.44486796e-01 0.00000000e+00)	5.56215326e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.357        	U              	(-1.78464887e-01 -4.77140896e-01 -2.11511663e-19)	(1.47090574e+00 2.92717874e-01 -2.28767074e-17)	(1.26827805e+00 5.16113056e-01 2.14446669e-19)	(2.21924044e+00 -1.24250457e+00 0.00000000e+00)
282.412        	p              	-8.88497863e-01	(2.06331657e+00 -2.44486796e-01 0.00000000e+00)	5.55734157e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.412        	U              	(-1.24409399e-01 -5.23461640e-01 -2.44715514e-19)	(1.48871874e+00 1.76335015e-01 0.00000000e+00)	(1.27546423e+00 5.10656153e-01 2.06841941e-19)	(2.21924044e+00 -1.24250457e+00 0.00000000e+00)
282.468        	p              	-8.86973954e-01	(2.06331657e+00 -2.44486796e-01 0.00000000e+00)	5.55403222e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.468        	U              	(-1.23107404e-01 -5.34247198e-01 -2.42830345e-19)	(1.48871874e+00 1.76335015e-01 0.00000000e+00)	(1.28242068e+00 5.04920352e-01 1.99190044e-19)	(2.21924044e+00 -1.24250457e+00 0.00000000e+00)
282.523        	p              	-8.85395071e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.55014093e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.523        	U              	(-5.37178884e-02 -5.79242800e-01 -2.90764747e-19)	(1.32348785e+00 1.56737365e-01 2.73886208e-17)	(1.28913317e+00 4.98900171e-01 1.91387997e-19)	(2.21924044e+00 -1.24250457e+00 0.00000000e+00)
282.578        	p              	-8.84984684e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.54726630e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.578        	U              	(-6.70080887e-02 -3.82168757e-01 -3.49826442e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.22571808e+00 5.67723272e-01 1.38839244e-19)	(2.31039459e+00 -1.06499194e+00 7.36581049e-17)
282.633        	p              	-8.85161825e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.54326989e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.633        	U              	(-6.55868611e-02 -3.99997456e-01 -3.53327510e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.23191674e+00 5.59695656e-01 1.35312255e-19)	(2.31039459e+00 -1.06499194e+00 7.36581049e-17)
282.689        	p              	-8.82497713e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.54062546e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.689        	U              	(-6.47123861e-02 -4.17418683e-01 -3.59891545e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.23774056e+00 5.51216117e-01 1.31879057e-19)	(2.31039459e+00 -1.06499194e+00 7.36581049e-17)
282.744        	p              	-8.81195331e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.54099747e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.744        	U              	(-6.43788796e-02 -4.34445565e-01 -3.65144589e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.19562673e+00 4.91916626e-01 1.32311489e-19)	(2.56367549e+00 -1.43531428e+00 0.00000000e+00)
282.8          	p              	-8.78738284e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.53361569e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.8          	U              	(-6.47391192e-02 -4.51052521e-01 -3.65904203e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.14626343e+00 6.44508337e-01 6.96935161e-19)	(2.50577423e+00 -9.24548733e-01 0.00000000e+00)
282.856        	p              	-8.75967257e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.53065663e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.856        	U              	(-6.57310504e-02 -4.67284826e-01 -3.70116392e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.21362594e+00 4.86717638e-01 1.34308373e-19)	(2.56367549e+00 -1.43531428e+00 0.00000000e+00)
282.911        	p              	-8.73245100e-01	(2.17191578e+00 -2.57367482e-01 2.42172863e-17)	5.52810378e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.911        	U              	(-6.73816101e-02 -4.83106372e-01 -3.72261215e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.22256786e+00 4.83757869e-01 1.35201828e-19)	(2.56367549e+00 -1.43531428e+00 0.00000000e+00)
282.967        	p              	-8.72431093e-01	(2.28455020e+00 -2.70726798e-01 1.46253312e-17)	5.52611625e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
282.967        	U              	(-6.97458412e-02 -4.98544347e-01 -3.72894127e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.16461767e+00 6.14278824e-01 6.50580728e-19)	(2.50577423e+00 -9.24548733e-01 0.00000000e+00)
283.023        	p              	-8.69420194e-01	(2.28455020e+00 -2.70726798e-01 1.46253312e-17)	5.52528768e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.023        	U              	(-2.44624767e-01 -3.96805388e-01 -6.94640178e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.16958949e+00 6.02900088e-01 6.33034516e-19)	(2.50577423e+00 -9.24548733e-01 0.00000000e+00)
283.079        	p              	-8.66544561e-01	(2.28455020e+00 -2.70726798e-01 1.46253312e-17)	5.52224831e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.079        	U              	(-2.36911131e-01 -4.16185964e-01 -7.00934364e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.24900397e+00 4.73405800e-01 1.38163061e-19)	(2.56367549e+00 -1.43531428e+00 0.00000000e+00)
283.135        	p              	-8.64451223e-01	(2.28455020e+00 -2.70726798e-01 1.46253312e-17)	5.51822510e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.135        	U              	(-2.27734562e-01 -4.34954486e-01 -7.12037792e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.22662321e+00 2.91783991e-01 2.72118050e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
283.191        	p              	-8.61154346e-01	(2.28455020e+00 -2.70726798e-01 1.46253312e-17)	5.51543497e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.191        	U              	(-8.61804039e-02 -5.55713775e-01 -3.73851199e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.22881647e+00 2.90646269e-01 2.74903150e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
283.247        	p              	-8.58989720e-01	(2.29660709e+00 -9.04148698e-02 0.00000000e+00)	5.51230584e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.247        	U              	(-9.21942108e-02 -5.68961398e-01 -3.72971327e-19)	(1.76997361e+00 6.96548736e-02 1.08022069e-17)	(1.29128343e+00 2.43732163e-01 3.19309730e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
283.303        	p              	-8.55788766e-01	(2.29660709e+00 -9.04148698e-02 0.00000000e+00)	5.50576741e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.303        	U              	(-1.90664851e-01 -4.86351787e-01 -7.39592981e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.29531034e+00 2.42335028e-01 3.23694456e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
283.36         	p              	-8.49633188e-01	(2.40136975e+00 -2.84582525e-01 2.77383640e-17)	5.50169264e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.36         	U              	(-1.74772945e-01 -5.01763643e-01 -7.49450388e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.21393412e+00 5.69763722e-01 3.27799831e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.416        	p              	-8.47155345e-01	(2.40136975e+00 -2.84582525e-01 2.77383640e-17)	5.50487826e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.416        	U              	(-1.57115474e-01 -5.16225811e-01 -7.63528992e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.22414547e+00 5.65747214e-01 3.24733776e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.473        	p              	-8.44114271e-01	(2.40136975e+00 -2.84582525e-01 2.77383640e-17)	5.50289118e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.473        	U              	(-1.37621135e-01 -5.29933276e-01 -7.79525188e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.23419497e+00 5.61331720e-01 3.22453382e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.529        	p              	-8.40471586e-01	(2.40136975e+00 -2.84582525e-01 2.77383640e-17)	5.50116511e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.529        	U              	(-1.16376903e-01 -5.42447425e-01 -7.95002872e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.24400692e+00 5.56509066e-01 3.18803178e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.586        	p              	-8.38252813e-01	(2.41396005e+00 -9.50409372e-02 0.00000000e+00)	5.50160382e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.586        	U              	(-9.30882898e-02 -5.53778430e-01 -8.13437268e-19)	(1.98894293e+00 9.16826597e-01 0.00000000e+00)	(1.32213936e+00 1.92572035e-01 4.27733792e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
283.643        	p              	-8.29110715e-01	(2.40136975e+00 -2.84582525e-01 2.77383640e-17)	5.50332986e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.643        	U              	(-1.97425834e-01 -3.29918812e-01 -7.30106005e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.32630282e+00 1.90551503e-01 4.33436030e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
283.7          	p              	-8.24403429e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.50060106e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.7          	U              	(-1.90143342e-01 -3.57046874e-01 -7.39100568e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.27185135e+00 5.39545235e-01 3.05384249e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.757        	p              	-8.21891290e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.49976500e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.757        	U              	(-1.81723720e-01 -3.83199892e-01 -7.41930009e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.28053646e+00 5.33030631e-01 3.00792203e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.814        	p              	-8.17131749e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.49593787e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.814        	U              	(-1.71717860e-01 -4.08558894e-01 -7.33225238e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.28882946e+00 5.26088662e-01 2.95953702e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.872        	p              	-8.13319021e-01	(2.53567343e+00 -9.98389034e-02 -7.79246518e-19)	5.49749965e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.872        	U              	(-1.60261589e-01 -4.33081988e-01 -7.36889641e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.29676339e+00 5.18673321e-01 2.90631769e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.929        	p              	-8.04845726e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.49820333e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.929        	U              	(-1.47406188e-01 -4.56661320e-01 -7.40744615e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.30430858e+00 5.10789955e-01 2.83767035e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
283.987        	p              	-7.99892344e-01	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	5.50075989e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
283.987        	U              	(-1.33060710e-01 -4.79184193e-01 -7.44890509e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.31145669e+00 5.02422894e-01 2.76867258e-19)	(2.82879889e+00 -1.25888094e+00 0.00000000e+00)
284.044        	p              	-7.92941212e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.50169394e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
284.044        	U              	(-1.16688129e-01 -5.00749652e-01 -7.36674544e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.20864701e+00 6.35734356e-01 9.69961509e-20)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.102        	p              	-7.90037724e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.50113158e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
284.102        	U              	(-9.90585369e-02 -5.20819505e-01 -7.51087914e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.21696708e+00 6.27779093e-01 9.94434314e-20)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.16         	p              	-7.84744306e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.50103396e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
284.16         	U              	(-7.98539699e-02 -5.39601009e-01 -7.55202777e-19)	(2.50577423e+00 9.24548733e-01 0.00000000e+00)	(1.22468956e+00 6.19140917e-01 1.01697191e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.218        	p              	-7.77649106e-01	(2.64819196e+00 -3.13857548e-01 -3.36752131e-17)	5.50463521e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.218        	U              	(-1.83284498e-01 -4.25704489e-01 -1.08974252e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.23181341e+00 6.09826427e-01 1.04156772e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.277        	p              	-7.85577772e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.50668872e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.277        	U              	(-1.76643105e-01 -4.58339075e-01 -1.08941890e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.23827436e+00 5.99847319e-01 1.06145132e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.335        	p              	-7.95035458e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.50869691e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.335        	U              	(-1.68618497e-01 -4.89646452e-01 -1.05676935e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.24405273e+00 5.89130055e-01 1.08090672e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.394        	p              	-8.03547852e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.51412195e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.394        	U              	(-1.59532348e-01 -5.19644641e-01 -1.04478305e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.24911862e+00 5.77674268e-01 1.10206295e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.452        	p              	-8.12482932e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.51567444e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.452        	U              	(-1.49451713e-01 -5.48284404e-01 -1.03141641e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.25342972e+00 5.65474469e-01 1.11551493e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
284.511        	p              	-8.20419611e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.52252878e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
284.511        	U              	(-1.37680909e-01 -5.75572170e-01 -1.02266419e-18)	(2.69643629e+00 7.60821952e-01 -3.10085286e-17)	(1.25699843e+00 5.52476407e-01 1.13174502e-19)	(3.11615026e+00 -1.04030998e+00 1.45409674e-17)
