# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
9.67941731e+00	U              	(4.01621731e-01 -5.73728061e-01 -5.53001342e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.37067761e+00 1.00952603e-01 1.03167654e-19)	(2.30449285e+00 -1.81609630e+00 0.00000000e+00)
9.74201750e+00	p              	-6.54380479e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.52425803e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
9.74201750e+00	U              	(4.01443392e-01 -5.73499782e-01 -5.52806540e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.30085307e+00 3.36269622e-01 2.32129119e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
9.80465199e+00	p              	-6.53300836e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.52307860e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
9.80465199e+00	U              	(4.01266214e-01 -5.73272956e-01 -5.52620825e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.30011698e+00 3.36566616e-01 2.31690747e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
9.86732108e+00	p              	-6.52219969e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.52178864e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
9.86732108e+00	U              	(4.01090272e-01 -5.73047674e-01 -5.52439842e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29936753e+00 3.36862854e-01 2.31245043e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
9.93002470e+00	p              	-6.51239205e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.52038230e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
9.93002470e+00	U              	(4.00915649e-01 -5.72824035e-01 -5.52262701e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29860341e+00 3.37155601e-01 2.30795872e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
9.99276256e+00	p              	-6.50173005e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.51956023e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
9.99276256e+00	U              	(4.00742219e-01 -5.72601885e-01 -5.52083161e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29782787e+00 3.37443115e-01 2.30343321e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.00555342e+01	p              	-6.49097291e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.51838462e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.00555342e+01	U              	(4.00570036e-01 -5.72381285e-01 -5.51906172e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29705741e+00 3.37722828e-01 2.29894781e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.01183392e+01	p              	-6.48011697e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.51726361e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.01183392e+01	U              	(4.00399090e-01 -5.72162227e-01 -5.51728238e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29629637e+00 3.37993545e-01 2.29447260e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.01811768e+01	p              	-6.46919153e-01	(2.21670479e+00 6.25428510e-01 1.61552609e-17)	5.51616672e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.01811768e+01	U              	(4.00229373e-01 -5.71944699e-01 -5.51549610e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29554551e+00 3.38256044e-01 2.29004809e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.02440466e+01	p              	-6.46202601e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51509218e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.02440466e+01	U              	(4.00060883e-01 -5.71728701e-01 -5.51370842e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29480500e+00 3.38510731e-01 2.28588922e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.03069484e+01	p              	-6.45538484e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51405083e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.03069484e+01	U              	(3.99893593e-01 -5.71514202e-01 -5.51192269e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29408062e+00 3.38758367e-01 2.28200410e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.03698820e+01	p              	-6.44859445e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51255802e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.03698820e+01	U              	(3.99727637e-01 -5.71301355e-01 -5.51018813e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29337798e+00 3.39000210e-01 2.27824522e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.04328476e+01	p              	-6.43870909e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51234019e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.04328476e+01	U              	(3.99562655e-01 -5.71089752e-01 -5.50839651e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29269828e+00 3.39238197e-01 2.27456603e-19)	(-5.55685462e-02 1.41263523e+00 1.56671443e-17)
1.04958454e+01	p              	-6.43225040e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51130537e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.04958454e+01	U              	(3.99398772e-01 -5.70879538e-01 -5.50668794e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29271639e+00 2.49166868e-01 8.82746517e-20)	(3.00403156e+00 -1.66790187e+00 0.00000000e+00)
1.05588753e+01	p              	-6.42388325e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.51018111e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.05588753e+01	U              	(3.99236035e-01 -5.70670756e-01 -5.50500513e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.29282056e+00 2.47033251e-01 8.69351442e-20)	(3.00403156e+00 -1.66790187e+00 0.00000000e+00)
1.06219376e+01	p              	-6.41376243e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50902204e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.06219376e+01	U              	(3.99074484e-01 -5.70463462e-01 -5.50335378e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.37039133e+00 5.20091974e-02 8.98942664e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.06850320e+01	p              	-6.40578734e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50804011e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.06850320e+01	U              	(3.98914057e-01 -5.70257572e-01 -5.50170643e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36988315e+00 5.35407516e-02 8.99903729e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.07481582e+01	p              	-6.39774277e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50705058e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.07481582e+01	U              	(3.98754738e-01 -5.70053068e-01 -5.50006707e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36936831e+00 5.50568228e-02 9.00703163e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.08113160e+01	p              	-6.38958041e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50606581e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.08113160e+01	U              	(3.98596522e-01 -5.69849949e-01 -5.49843412e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36884319e+00 5.65474637e-02 9.01694300e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.08745053e+01	p              	-6.38113640e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50507852e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.08745053e+01	U              	(3.98439418e-01 -5.69648230e-01 -5.49682206e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36831007e+00 5.80073608e-02 9.03247046e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.09377262e+01	p              	-6.37234636e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50410967e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.09377262e+01	U              	(3.98283423e-01 -5.69447902e-01 -5.49523558e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36777015e+00 5.94364160e-02 9.05021647e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.10009789e+01	p              	-6.36335723e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50323363e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.10009789e+01	U              	(3.98128500e-01 -5.69248922e-01 -5.49367234e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36722197e+00 6.08385444e-02 9.06601199e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.10642635e+01	p              	-6.35449976e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50226953e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.10642635e+01	U              	(3.97974664e-01 -5.69051312e-01 -5.49214444e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36666370e+00 6.22182816e-02 9.07987071e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.11275801e+01	p              	-6.34560047e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50127745e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.11275801e+01	U              	(3.97821919e-01 -5.68855076e-01 -5.49064114e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36608880e+00 6.35819346e-02 9.09425344e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.11909287e+01	p              	-6.33690477e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.50016160e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.11909287e+01	U              	(3.97670298e-01 -5.68660254e-01 -5.48916669e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36548102e+00 6.49372087e-02 9.10977550e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.12543092e+01	p              	-6.32790789e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.49899479e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.12543092e+01	U              	(3.97519823e-01 -5.68466873e-01 -5.48771546e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.36483475e+00 6.62908053e-02 9.12552025e-20)	(1.72239489e+00 1.86358845e+00 0.00000000e+00)
1.13177215e+01	p              	-6.31271306e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.49912193e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.13177215e+01	U              	(3.97370142e-01 -5.68274531e-01 -5.48620409e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35839196e+00 1.30777900e-01 2.36124946e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.13811655e+01	p              	-6.30743547e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.49838153e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.13811655e+01	U              	(3.97221355e-01 -5.68083322e-01 -5.48475370e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35838429e+00 1.28871074e-01 2.36802582e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.14446413e+01	p              	-6.30050554e-01	(2.33015640e+00 6.57447672e-01 -3.95781063e-17)	5.49766485e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.14446413e+01	U              	(3.97073503e-01 -5.67893300e-01 -5.48331854e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35832734e+00 1.26954548e-01 2.37427185e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.15081487e+01	p              	-6.29344814e-01	(2.44782347e+00 6.90656565e-01 0.00000000e+00)	5.49676315e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.15081487e+01	U              	(3.96926657e-01 -5.67704550e-01 -5.48191087e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35823933e+00 1.25044053e-01 2.38126639e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.15716877e+01	p              	-6.28833230e-01	(2.44782347e+00 6.90656565e-01 0.00000000e+00)	5.49552482e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.15716877e+01	U              	(3.96780961e-01 -5.67517197e-01 -5.48054026e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35813137e+00 1.23148664e-01 2.38756695e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.16352581e+01	p              	-6.28141979e-01	(2.44782347e+00 6.90656565e-01 0.00000000e+00)	5.49445127e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.16352581e+01	U              	(3.96636411e-01 -5.67331259e-01 -5.47918065e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35800669e+00 1.21271928e-01 2.39313334e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.16988597e+01	p              	-6.27531651e-01	(2.44782347e+00 6.90656565e-01 0.00000000e+00)	5.49360944e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.16988597e+01	U              	(3.96493001e-01 -5.67146718e-01 -5.47783299e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35789875e+00 1.19417680e-01 2.39883496e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.17624924e+01	p              	-6.26947287e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.49277490e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.17624924e+01	U              	(3.96350594e-01 -5.66963463e-01 -5.47647259e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35784614e+00 1.17586803e-01 2.40441771e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.18261558e+01	p              	-6.26077443e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.49204168e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.18261558e+01	U              	(3.96209141e-01 -5.66781433e-01 -5.47511564e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35783262e+00 1.15773000e-01 2.40946794e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.18898497e+01	p              	-6.25374286e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.49122282e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.18898497e+01	U              	(3.96068666e-01 -5.66600659e-01 -5.47377552e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35782984e+00 1.13972238e-01 2.41493279e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.19535741e+01	p              	-6.24625521e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.49040756e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.19535741e+01	U              	(3.57949452e-01 -3.21529956e-01 -3.35894944e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35782413e+00 1.12177622e-01 2.41979256e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.20173285e+01	p              	-6.23900562e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48957688e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.20173285e+01	U              	(3.57847542e-01 -3.21461326e-01 -3.35860398e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35781159e+00 1.10390166e-01 2.42530802e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.20811131e+01	p              	-6.23181668e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48878733e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.20811131e+01	U              	(3.57746325e-01 -3.21393157e-01 -3.35826536e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35777566e+00 1.08611930e-01 2.43043133e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.21449275e+01	p              	-6.22501781e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48764744e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.21449275e+01	U              	(3.57645871e-01 -3.21325493e-01 -3.35795409e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35770780e+00 1.06846533e-01 2.43584822e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.22087715e+01	p              	-6.21674578e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48707686e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.22087715e+01	U              	(3.57546090e-01 -3.21258271e-01 -3.35760348e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35760825e+00 1.05095675e-01 2.44117617e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.22726448e+01	p              	-6.20705032e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48710721e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.22726448e+01	U              	(3.57446849e-01 -3.21191444e-01 -3.35722278e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35748377e+00 1.03353150e-01 2.44548233e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.23365468e+01	p              	-6.19925996e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48637443e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.23365468e+01	U              	(3.57348209e-01 -3.21124984e-01 -3.35685749e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35734082e+00 1.01616505e-01 2.45018444e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.24004774e+01	p              	-6.19015764e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48553120e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.24004774e+01	U              	(3.57250246e-01 -3.21059010e-01 -3.35652676e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35717794e+00 9.98826890e-02 2.45502026e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.24644364e+01	p              	-6.18203589e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48481135e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.24644364e+01	U              	(3.57152952e-01 -3.20993501e-01 -3.35617934e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35698730e+00 9.81479788e-02 2.45990443e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.25284237e+01	p              	-6.17353247e-01	(2.44782347e+00 -6.90656565e-01 0.00000000e+00)	5.48421797e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.25284237e+01	U              	(3.57056302e-01 -3.20928429e-01 -3.35583075e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35676108e+00 9.64121126e-02 2.46492037e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.25924379e+01	p              	-6.16545231e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.48432918e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.25924379e+01	U              	(3.56960188e-01 -3.20863722e-01 -3.35541403e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35649632e+00 9.46756913e-02 2.46970971e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.26564786e+01	p              	-6.16312683e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.48227390e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.26564786e+01	U              	(3.56864880e-01 -3.20799561e-01 -3.35509303e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35619604e+00 9.29460036e-02 2.47583961e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.27205456e+01	p              	-6.15765683e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.48154923e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.27205456e+01	U              	(3.56770286e-01 -3.20735883e-01 -3.35470791e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35586456e+00 9.12256539e-02 2.48149087e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.27846384e+01	p              	-6.15170797e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.48087370e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.27846384e+01	U              	(3.56676334e-01 -3.20672639e-01 -3.35430913e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35550768e+00 8.95190103e-02 2.48768523e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.28487566e+01	p              	-6.14573496e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.48016209e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.28487566e+01	U              	(3.56583092e-01 -3.20609902e-01 -3.35393859e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35511940e+00 8.78276593e-02 2.49324581e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.29128996e+01	p              	-6.14197822e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.47968760e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.29128996e+01	U              	(3.56490475e-01 -3.20547575e-01 -3.35351357e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35469695e+00 8.61441286e-02 2.49783167e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.29770670e+01	p              	-6.13592371e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.47909121e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.29770670e+01	U              	(3.56398409e-01 -3.20485618e-01 -3.35307228e-19)	(-1.20740244e+00 -3.40575620e-01 0.00000000e+00)	(1.35425227e+00 8.44645160e-02 2.50248356e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.30412587e+01	p              	-6.13155959e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.47840659e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.30412587e+01	U              	(3.93697873e-01 -5.63547265e-01 -5.44997020e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35375982e+00 8.27788985e-02 2.50207481e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.31054745e+01	p              	-6.12381227e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.47772030e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31054745e+01	U              	(3.93574790e-01 -5.63388653e-01 -5.44862747e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35322837e+00 8.10840317e-02 2.50402654e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
1.31697142e+01	p              	-6.11846430e-01	(2.56986263e+00 -7.25099359e-01 1.14619717e-17)	5.47661861e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
1.31697142e+01	U              	(3.93452720e-01 -5.63231327e-01 -5.44732634e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.35267064e+00 7.93853628e-02 2.50661656e-19)	(2.65772748e+00 -1.85814625e+00 0.00000000e+00)
