# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
8.00304415e+01	p              	-5.38153467e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38993713e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.00304415e+01	U              	(3.32723328e-01 -3.17243822e-01 -4.18804811e-19)	(-7.02007805e-01 -7.59452236e-01 -1.44256216e-17)	(1.26509377e+00 2.06336768e-01 6.47525668e-20)	(8.93760070e+00 -3.09510115e+00 0.00000000e+00)
8.00999730e+01	p              	-5.39081144e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.39007530e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.00999730e+01	U              	(3.32776240e-01 -3.17292018e-01 -4.18921154e-19)	(-7.02007805e-01 -7.59452236e-01 -1.44256216e-17)	(1.24982396e+00 2.10929689e-01 2.24917045e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.01695033e+01	p              	-5.40142642e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38890942e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.01695033e+01	U              	(3.32831254e-01 -3.17342239e-01 -4.19043381e-19)	(-7.02007805e-01 -7.59452236e-01 -1.44256216e-17)	(1.25047369e+00 2.08789633e-01 2.25706828e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.02390325e+01	p              	-5.40427134e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38825739e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.02390325e+01	U              	(3.32887704e-01 -3.17393844e-01 -4.19157060e-19)	(-7.02007805e-01 -7.59452236e-01 -1.44256216e-17)	(1.25099256e+00 2.06538349e-01 2.26115033e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.03085608e+01	p              	-5.40744405e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38841580e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.03085608e+01	U              	(-4.87504329e-01 -2.52456250e-01 -6.57005681e-20)	(6.61367507e+00 1.16423213e-01 0.00000000e+00)	(1.25136300e+00 2.04183534e-01 2.26681858e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.03780882e+01	p              	-5.41240041e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38853922e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.03780882e+01	U              	(-4.86908250e-01 -2.57583428e-01 -6.39954727e-20)	(6.61367507e+00 1.16423213e-01 0.00000000e+00)	(1.25158327e+00 2.01725714e-01 2.27062056e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.04476148e+01	p              	-5.41504611e-01	(8.23587642e+00 -1.02399640e+00 0.00000000e+00)	5.38827612e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.04476148e+01	U              	(-4.86317951e-01 -2.62590274e-01 -6.22885144e-20)	(6.61367507e+00 1.16423213e-01 0.00000000e+00)	(1.25165542e+00 1.99164561e-01 2.27309790e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.05171409e+01	p              	-5.42617704e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38818505e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.05171409e+01	U              	(-2.18956909e-01 -2.63098224e-01 -7.38211760e-20)	(5.65610484e+00 -5.81186256e-01 0.00000000e+00)	(1.25158408e+00 1.96500265e-01 2.27459989e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.05866665e+01	p              	-5.43912486e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38759832e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.05866665e+01	U              	(-2.21914283e-01 -2.63979221e-01 -7.68478845e-20)	(5.65610484e+00 -5.81186256e-01 0.00000000e+00)	(1.25137214e+00 1.93734793e-01 2.27566625e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.06561917e+01	p              	-5.44891725e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38723036e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.06561917e+01	U              	(-2.24899108e-01 -2.64715335e-01 -7.99277072e-20)	(5.65610484e+00 -5.81186256e-01 0.00000000e+00)	(1.25101897e+00 1.90861169e-01 2.27386701e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.07257167e+01	p              	-5.46193165e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38675775e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.07257167e+01	U              	(-2.27897565e-01 -2.65302175e-01 -8.30608536e-20)	(5.65610484e+00 -5.81186256e-01 0.00000000e+00)	(1.25053193e+00 1.87884685e-01 2.27256283e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.07952415e+01	p              	-5.46778561e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38652782e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.07952415e+01	U              	(-2.30902517e-01 -2.65729626e-01 -8.64266783e-20)	(5.65610484e+00 -5.81186256e-01 0.00000000e+00)	(1.24991335e+00 1.84806875e-01 2.26975722e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.08647663e+01	p              	-5.47715025e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38510884e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.08647663e+01	U              	(3.66473955e-01 -5.26820169e-01 -5.13659482e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24916714e+00 1.81633318e-01 2.26689602e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.09342912e+01	p              	-5.48221450e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38528314e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.09342912e+01	U              	(-4.97016131e-01 -2.73278313e-01 -7.47548121e-20)	(6.92787849e+00 3.48306379e-01 4.80454472e-17)	(1.24829157e+00 1.78365384e-01 2.26268009e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.10038162e+01	p              	-5.48600330e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38567139e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.10038162e+01	U              	(-4.94734234e-01 -2.78596331e-01 -7.19482540e-20)	(6.92787849e+00 3.48306379e-01 4.80454472e-17)	(1.24728601e+00 1.74998185e-01 2.25573880e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.10733415e+01	p              	-5.48941632e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38531419e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.10733415e+01	U              	(-4.92351585e-01 -2.83778510e-01 -6.90335393e-20)	(6.92787849e+00 3.48306379e-01 4.80454472e-17)	(1.24614358e+00 1.71539676e-01 2.25059089e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.11428672e+01	p              	-5.49208242e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38489236e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.11428672e+01	U              	(3.66672556e-01 -5.27083905e-01 -5.14172880e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24486302e+00 1.67995936e-01 2.24520334e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.12123933e+01	p              	-5.49597685e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38371921e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.12123933e+01	U              	(3.66726445e-01 -5.27156822e-01 -5.14312238e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24345672e+00 1.64362584e-01 2.23663174e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.12819200e+01	p              	-5.49411902e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38418181e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.12819200e+01	U              	(-4.84577582e-01 -2.98370089e-01 -5.93879505e-20)	(6.92787849e+00 3.48306379e-01 4.80454472e-17)	(1.24192562e+00 1.60632602e-01 2.22546350e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.13514474e+01	p              	-5.49463852e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38414848e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.13514474e+01	U              	(-4.81796700e-01 -3.02911890e-01 -5.60774154e-20)	(6.92787849e+00 3.48306379e-01 4.80454472e-17)	(1.24027045e+00 1.56831246e-01 2.22079461e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.14209755e+01	p              	-5.48995606e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38432197e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.14209755e+01	U              	(3.66897910e-01 -5.27391828e-01 -5.14738432e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.23848649e+00 1.52957830e-01 2.21075143e-19)	(8.50121715e+00 -2.41493035e+00 2.87020713e-17)
8.14905046e+01	p              	-5.48720291e-01	(8.63129107e+00 -1.02273644e+00 0.00000000e+00)	5.38390510e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.14905046e+01	U              	(-1.91159263e-01 -2.94727673e-01 -5.54441853e-20)	(6.89843936e+00 -5.78592397e-01 0.00000000e+00)	(1.24076145e+00 2.91456819e-01 3.81370663e-19)	(9.85973000e+00 -2.85300580e+00 2.14486172e-17)
8.15600345e+01	p              	-5.48821035e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.38209911e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.15600345e+01	U              	(-5.22939721e-01 -2.92255792e-01 -1.12189447e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.24149101e+00 3.18951656e-01 3.75782878e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.16295654e+01	p              	-5.49559646e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.38160021e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.16295654e+01	U              	(-5.21012942e-01 -2.99997850e-01 -1.10529189e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.24505774e+00 3.18573528e-01 3.81008391e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.16990974e+01	p              	-5.49981701e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.38069989e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.16990974e+01	U              	(-5.18992284e-01 -3.07642319e-01 -1.08585707e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.24860134e+00 3.18076493e-01 3.85957634e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.17686305e+01	p              	-5.50303928e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.38088363e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.17686305e+01	U              	(-5.16912474e-01 -3.15177224e-01 -1.06686437e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.25211918e+00 3.17459574e-01 3.90915017e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.18381648e+01	p              	-5.50589743e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.38001531e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.18381648e+01	U              	(-5.14789756e-01 -3.22603035e-01 -1.04884981e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.25560553e+00 3.16721719e-01 3.95796718e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.19077004e+01	p              	-5.50810547e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37957693e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.19077004e+01	U              	(-5.12624493e-01 -3.29911857e-01 -1.03038633e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.25905551e+00 3.15861428e-01 4.00548852e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.19772372e+01	p              	-5.50797538e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37929221e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.19772372e+01	U              	(-5.10404135e-01 -3.37105702e-01 -1.01042452e-19)	(7.61971840e+00 3.47404046e-01 0.00000000e+00)	(1.26246185e+00 3.14876301e-01 4.05116117e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.20467755e+01	p              	-5.50847927e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37871070e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.20467755e+01	U              	(-5.20580813e-01 -2.60226073e-01 -3.35104871e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.26581574e+00 3.13762631e-01 4.09438682e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.21163151e+01	p              	-5.50268367e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37790574e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.21163151e+01	U              	(-5.17576278e-01 -2.69897290e-01 -3.31471722e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.26910517e+00 3.12509906e-01 4.13296783e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.21858562e+01	p              	-5.50117609e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37775803e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.21858562e+01	U              	(-5.14442414e-01 -2.79523045e-01 -3.28332402e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.27231330e+00 3.11126264e-01 4.17485133e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.22553988e+01	p              	-5.49530661e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37734914e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.22553988e+01	U              	(-5.11147060e-01 -2.89082971e-01 -3.24432530e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.27543586e+00 3.09616882e-01 4.21322578e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.23249429e+01	p              	-5.48885894e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37681663e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.23249429e+01	U              	(-5.07687569e-01 -2.98591211e-01 -3.21035433e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.27847155e+00 3.07986786e-01 4.25239373e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.23944886e+01	p              	-5.48114402e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37665098e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.23944886e+01	U              	(-5.04060573e-01 -3.08043611e-01 -3.17290325e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.28142486e+00 3.06237108e-01 4.29133228e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.24640358e+01	p              	-5.47334046e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37551582e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.24640358e+01	U              	(-5.00254490e-01 -3.17437908e-01 -3.13558441e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.28429542e+00 3.04366651e-01 4.33014241e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.25335846e+01	p              	-5.46444852e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37485848e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.25335846e+01	U              	(-5.13833936e-01 -2.68890072e-01 -2.49199121e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.28708300e+00 3.02369312e-01 4.36659805e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.26031350e+01	p              	-5.45683508e-01	(9.04143220e+00 -1.02142959e+00 -1.41690710e-17)	5.37426007e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.26031350e+01	U              	(-5.10638198e-01 -2.79760986e-01 -2.47473279e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.28978758e+00 3.00240600e-01 4.40240940e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.26726870e+01	p              	-5.45161923e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37351817e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.26726870e+01	U              	(-4.87693014e-01 -3.45158955e-01 -3.01090285e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.29240603e+00 2.97969036e-01 4.43145558e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.27422407e+01	p              	-5.44860600e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37355006e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.27422407e+01	U              	(-4.83093397e-01 -3.54164297e-01 -2.96317528e-19)	(8.33644527e+00 5.75589991e-01 0.00000000e+00)	(1.29493706e+00 2.95549452e-01 4.45680749e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.28117959e+01	p              	-5.44726991e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37257122e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.28117959e+01	U              	(-5.00290515e-01 -3.12112877e-01 -2.40666863e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.29737525e+00 2.92984315e-01 4.48073807e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.28813398e+01	p              	-5.44167654e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37180112e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.28813398e+01	U              	(-4.96562657e-01 -3.22753809e-01 -2.37787914e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.29970360e+00 2.90281571e-01 4.50545208e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.29508657e+01	p              	-5.43768821e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37154757e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.29508657e+01	U              	(-4.92681409e-01 -3.33303739e-01 -2.35088935e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.30190844e+00 2.87447496e-01 4.52946004e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.30203734e+01	p              	-5.43456756e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37090892e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.30203734e+01	U              	(-4.88638410e-01 -3.43769316e-01 -2.32471567e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.30397590e+00 2.84486662e-01 4.55346579e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.30898627e+01	p              	-5.42537092e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37035434e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
8.30898627e+01	U              	(-4.84412401e-01 -3.54126059e-01 -2.29464058e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.30584608e+00 2.81395899e-01 4.57285028e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.31593335e+01	p              	-5.41533837e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.37008646e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.31593335e+01	U              	(-4.79913946e-01 -3.64379852e-01 -2.26737877e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.30757367e+00 2.78175156e-01 4.59162631e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.32287855e+01	p              	-5.40916227e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36795884e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.32287855e+01	U              	(-4.75148847e-01 -3.74521201e-01 -2.23767984e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.30917897e+00 2.74813643e-01 4.60359178e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.32982186e+01	p              	-5.39723995e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36733325e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.32982186e+01	U              	(-4.70235014e-01 -3.84538463e-01 -2.20696653e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31065622e+00 2.71304243e-01 4.61136795e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.33676326e+01	p              	-5.37819791e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36846495e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.33676326e+01	U              	(-4.65167640e-01 -3.94415949e-01 -2.17674631e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31200365e+00 2.67640231e-01 4.61403918e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.34370273e+01	p              	-5.36996981e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36815247e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.34370273e+01	U              	(-4.59927505e-01 -4.04108365e-01 -2.14016621e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31321576e+00 2.63824005e-01 4.61620021e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.35064026e+01	p              	-5.35492197e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36660328e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.35064026e+01	U              	(-4.54482000e-01 -4.13594337e-01 -2.10295754e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.24973483e+00 3.42501554e-01 1.96886527e-19)	(1.03467090e+01 -2.41493035e+00 1.21701205e-17)
8.35757583e+01	p              	-5.33697720e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36635442e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.35757583e+01	U              	(-4.48785891e-01 -4.22865018e-01 -2.06617600e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31516321e+00 2.55807249e-01 4.63536275e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.36450943e+01	p              	-5.32277238e-01	(9.46684825e+00 -1.02007403e+00 -7.70376320e-19)	5.36589918e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.36450943e+01	U              	(-4.42714178e-01 -4.31906815e-01 -2.02728808e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31584791e+00 2.51608568e-01 4.63891503e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.37144104e+01	p              	-5.31812938e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36462563e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.37144104e+01	U              	(-4.36152327e-01 -4.40707013e-01 -1.98663541e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31632318e+00 2.47280856e-01 4.64011102e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.37837065e+01	p              	-5.30935602e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36470847e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.37837065e+01	U              	(-4.29035644e-01 -4.49302945e-01 -1.93996445e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31658672e+00 2.42818854e-01 4.63721027e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.38529824e+01	p              	-5.30279215e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36426725e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.38529824e+01	U              	(-4.21304681e-01 -4.57690854e-01 -1.89148294e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31663684e+00 2.38220343e-01 4.63289646e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.39222380e+01	p              	-5.29376449e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36343555e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.39222380e+01	U              	(-4.12907003e-01 -4.66012444e-01 -1.83202266e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.31647456e+00 2.33478915e-01 4.62357606e-19)	(9.85973000e+00 -2.62662210e+00 -3.47110286e-17)
8.39914731e+01	p              	-5.28562208e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36221903e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.39914731e+01	U              	(-4.03762391e-01 -4.74205160e-01 -1.77695269e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.25538613e+00 3.14232115e-01 1.93878800e-19)	(1.03467090e+01 -2.41493035e+00 1.21701205e-17)
8.40606876e+01	p              	-5.27390839e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36414619e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.40606876e+01	U              	(-3.94027026e-01 -4.81975093e-01 -1.74119701e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.25535258e+00 3.09469029e-01 1.92880823e-19)	(1.03467090e+01 -2.41493035e+00 1.21701205e-17)
8.41298814e+01	p              	-5.25992125e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36239236e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.41298814e+01	U              	(-3.83908379e-01 -4.89172584e-01 -1.69859188e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.25508812e+00 3.04516482e-01 1.91682348e-19)	(1.03467090e+01 -2.41493035e+00 1.21701205e-17)
8.41990544e+01	p              	-5.24595284e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36079095e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
8.41990544e+01	U              	(-3.73458798e-01 -4.95843596e-01 -1.65578905e-19)	(8.73003077e+00 5.74768223e-01 0.00000000e+00)	(1.25459078e+00 2.99381392e-01 1.90558363e-19)	(1.03467090e+01 -2.41493035e+00 1.21701205e-17)
8.42682066e+01	p              	-5.23231881e-01	(9.84138182e+00 -1.23511334e+00 -2.48070419e-17)	5.36055899e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
