# Forces       
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         forces(pressure viscous porous)	moments(pressure viscous porous)
282.578        	((1.20480262e+00 -4.65154495e-01 -3.29071485e-19) (2.32857455e-01 -6.84754898e-02 4.84786480e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.77945729e-20 1.85838449e-19 2.78235340e-08) (-1.32821964e-18 1.11183090e-19 -2.56648194e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.633        	((1.20067466e+00 -4.43046214e-01 -3.28507257e-19) (2.32593264e-01 -6.73307347e-02 4.66331366e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.44762025e-20 1.85099287e-19 2.80022407e-08) (-1.31985681e-18 9.55880051e-20 -2.93403707e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.689        	((1.19616110e+00 -4.20180345e-01 -3.27704553e-19) (2.32321490e-01 -6.61096066e-02 4.48875289e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.10398489e-20 1.84308961e-19 2.81281218e-08) (-1.30614040e-18 8.14845473e-20 -3.30902750e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.744        	((1.19193936e+00 -3.98205231e-01 -3.26700667e-19) (2.32040133e-01 -6.48245515e-02 4.43477080e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.77479231e-20 1.83559449e-19 2.83038162e-08) (-1.30044218e-18 7.24220881e-20 -3.68861249e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.8          	((1.18720224e+00 -3.72952470e-01 -3.26348770e-19) (2.31744309e-01 -6.34527268e-02 4.41082866e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.39578112e-20 1.82737489e-19 2.83889078e-08) (-1.29953175e-18 6.25835443e-20 -4.06507451e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.856        	((1.18278178e+00 -3.49596316e-01 -3.25634176e-19) (2.31436944e-01 -6.20033291e-02 4.36981638e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.04688594e-20 1.81948564e-19 2.85293801e-08) (-1.29752759e-18 5.30863786e-20 -4.43639598e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.911        	((1.17819793e+00 -3.24233324e-01 -3.24871192e-19) (2.31114956e-01 -6.04815078e-02 4.27934187e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.66651399e-20 1.81143459e-19 2.86516259e-08) (-1.29856381e-18 4.60571079e-20 -4.80440994e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
282.967        	((1.17347150e+00 -2.99447314e-01 -3.24021289e-19) (2.30772857e-01 -5.88775596e-02 4.16854416e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.29604471e-20 1.80309244e-19 2.87794540e-08) (-1.30045034e-18 3.96976947e-20 -5.15031059e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.023        	((1.16925971e+00 -2.73106609e-01 -3.23175156e-19) (2.30413220e-01 -5.71892976e-02 4.05336127e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.90285813e-20 1.79568086e-19 2.87827693e-08) (-1.30228782e-18 3.30340477e-20 -5.48021470e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.079        	((1.16489132e+00 -2.46906631e-01 -3.22546735e-19) (2.30023507e-01 -5.54191651e-02 3.94482962e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.51120472e-20 1.78820756e-19 2.87330762e-08) (-1.30361184e-18 2.51443923e-20 -5.77994220e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.135        	((1.16068614e+00 -2.20278132e-01 -3.22050439e-19) (2.29663030e-01 -5.35979724e-02 3.86758296e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.11316357e-20 1.78097590e-19 2.87127093e-08) (-1.30418980e-18 1.34059750e-20 -6.11939625e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.191        	((1.15628741e+00 -1.93257204e-01 -3.21422376e-19) (2.29303108e-01 -5.17019152e-02 3.99489381e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.70836299e-20 1.77369786e-19 2.85497728e-08) (-1.28878570e-18 -1.34892330e-20 -6.44962480e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.247        	((1.15262092e+00 -1.65802395e-01 -3.20965642e-19) (2.28946750e-01 -4.97287389e-02 4.42005308e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.29691553e-20 1.76772579e-19 2.83401226e-08) (-1.25636352e-18 -6.34353909e-20 -6.77390821e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.303        	((1.14909116e+00 -1.38299682e-01 -3.20945663e-19) (2.28596902e-01 -4.76970809e-02 4.62978282e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.85184352e-21 1.76208343e-19 2.80114423e-08) (-1.23906910e-18 -9.39318877e-20 -7.10142599e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.36         	((1.14576510e+00 -1.09233249e-01 -3.20746687e-19) (2.28244053e-01 -4.55854376e-02 4.53802183e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.48190968e-21 1.75715305e-19 2.74638890e-08) (-1.24481117e-18 -1.00635354e-19 -7.41997116e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.416        	((1.14238183e+00 -8.08912238e-02 -3.19814310e-19) (2.27876031e-01 -4.34139120e-02 3.83392202e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.18972279e-22 1.75230163e-19 2.69437980e-08) (-1.28923674e-18 -5.91541134e-20 -7.72791540e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.473        	((1.13922862e+00 -5.28661548e-02 -3.19455452e-19) (2.27533995e-01 -4.11624691e-02 3.23362921e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.99890490e-21 1.74795913e-19 2.63253060e-08) (-1.32858864e-18 -2.66199438e-20 -8.02457886e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.529        	((1.13626088e+00 -2.34621875e-02 -3.19149955e-19) (2.27217591e-01 -3.88786949e-02 2.58517701e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.45295555e-21 1.74424976e-19 2.55912217e-08) (-1.36870195e-18 1.05420088e-20 -8.33637665e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.586        	((1.13375330e+00 5.59880017e-03 -3.18730061e-19) (2.26909324e-01 -3.65672006e-02 2.07682230e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.28532475e-20 1.74143815e-19 2.47468041e-08) (-1.39946056e-18 3.62859828e-20 -8.65211557e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.643        	((1.13234326e+00 3.48762825e-02 -3.18460009e-19) (2.26590756e-01 -3.42008630e-02 1.70900975e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.73157806e-20 1.74105412e-19 2.36820659e-08) (-1.41954403e-18 5.00062058e-20 -8.93555621e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.7          	((1.13075309e+00 6.53224126e-02 -3.18541673e-19) (2.26303436e-01 -3.17709918e-02 1.41377953e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.19393496e-20 1.74004438e-19 2.25876775e-08) (-1.43581779e-18 5.85969564e-20 -9.22396606e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.757        	((1.12880607e+00 9.37690040e-02 -3.18434950e-19) (2.26031275e-01 -2.92842560e-02 1.27942871e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.62924281e-20 1.73929835e-19 2.13264392e-08) (-1.45121586e-18 5.05259758e-20 -9.50652747e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.814        	((1.12784095e+00 1.23903479e-01 -3.18830425e-19) (2.25791681e-01 -2.67456288e-02 1.18660099e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.09135093e-20 1.74005921e-19 1.99176510e-08) (-1.46815530e-18 3.72950305e-20 -9.78905237e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.872        	((1.12652148e+00 1.53606479e-01 -3.18630828e-19) (2.25561933e-01 -2.41597036e-02 1.04811849e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.54938959e-20 1.74065433e-19 1.83495302e-08) (-1.48591949e-18 2.77463538e-20 -1.00754123e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.929        	((1.12639205e+00 1.83847598e-01 -3.18733360e-19) (2.25306939e-01 -2.15108855e-02 8.44405535e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.01394454e-20 1.74291041e-19 1.66213437e-08) (-1.50316313e-18 2.35006085e-20 -1.03174270e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
283.987        	((1.12660213e+00 2.11641697e-01 -3.18797503e-19) (2.25099358e-01 -1.88130039e-02 8.37853954e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.44635917e-20 1.74661879e-19 1.47600899e-08) (-1.51043074e-18 2.05343575e-21 -1.05474003e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.044        	((1.12668793e+00 2.41889878e-01 -3.18939881e-19) (2.24915901e-01 -1.60677332e-02 1.04975785e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.91397396e-20 1.74958916e-19 1.27621131e-08) (-1.50989649e-18 -3.84368029e-20 -1.07641556e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.102        	((1.12784163e+00 2.71425334e-01 -3.19488735e-19) (2.24779752e-01 -1.32937195e-02 1.15697911e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.37309988e-20 1.75454632e-19 1.06778584e-08) (-1.50821600e-18 -6.69614199e-20 -1.09766850e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.16         	((1.12900480e+00 2.99200196e-01 -3.19981998e-19) (2.24637068e-01 -1.05020802e-02 1.17843547e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.80632561e-20 1.75952170e-19 8.57782082e-09) (-1.49295755e-18 -8.58605918e-20 -1.11690440e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.218        	((1.13019818e+00 3.27479443e-01 -3.20370055e-19) (2.24533663e-01 -7.68983619e-03 1.16562148e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.24975607e-20 1.76480112e-19 6.32297857e-09) (-1.47352127e-18 -9.97745461e-20 -1.13546249e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.277        	((1.13218467e+00 3.56184633e-01 -3.21213866e-19) (2.24454586e-01 -4.87197328e-03 1.02866056e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.70025974e-20 1.77149563e-19 3.97488063e-09) (-1.46141287e-18 -1.03084741e-19 -1.15360796e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.335        	((1.13411407e+00 3.85499050e-01 -3.22009788e-19) (2.24397493e-01 -2.01551507e-03 8.75222690e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.16085417e-20 1.77812959e-19 1.56443379e-09) (-1.45145144e-18 -1.04448194e-19 -1.16981993e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.394        	((1.13648724e+00 4.12695453e-01 -3.22503101e-19) (2.24366719e-01 8.54254779e-04 6.31716336e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.59045757e-20 1.78554027e-19 -8.26702079e-10) (-1.45157452e-18 -1.14112352e-19 -1.18430555e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.452        	((1.13949834e+00 4.39841052e-01 -3.23502043e-19) (2.24361089e-01 3.71948078e-03 4.80458242e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.02049555e-20 1.79398528e-19 -3.23958702e-09) (-1.45364588e-18 -1.31702767e-19 -1.19691502e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.511        	((1.14295291e+00 4.65465263e-01 -3.24035499e-19) (2.24383333e-01 6.58061955e-03 4.35928974e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.42814399e-20 1.80327369e-19 -5.64139026e-09) (-1.45385012e-18 -1.58720346e-19 -1.20819093e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.57         	((1.14670788e+00 4.90179574e-01 -3.24903948e-19) (2.24440273e-01 9.43255742e-03 4.13084024e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.82334276e-20 1.81287907e-19 -8.06801227e-09) (-1.45576368e-18 -1.87772006e-19 -1.21806530e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.63         	((1.14989313e+00 5.15546764e-01 -3.25580870e-19) (2.24524068e-01 1.22743134e-02 4.21708941e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.22915443e-20 1.82156389e-19 -1.04360086e-08) (-1.45614568e-18 -2.20479689e-19 -1.22609682e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.689        	((1.15371801e+00 5.40523497e-01 -3.26564024e-19) (2.24638041e-01 1.51192094e-02 3.71691211e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.62864935e-20 1.83089912e-19 -1.28182601e-08) (-1.45992890e-18 -2.49544636e-19 -1.23254078e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.748        	((1.15805676e+00 5.64353127e-01 -3.27388615e-19) (2.24776700e-01 1.79289469e-02 2.88911488e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.00120823e-19 1.84122312e-19 -1.51604839e-08) (-1.46682501e-18 -2.75777422e-19 -1.23775494e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.807        	((1.16292141e+00 5.86796552e-01 -3.28451839e-19) (2.24949593e-01 2.07084471e-02 1.63305603e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.03730715e-19 1.85170633e-19 -1.73029824e-08) (-1.47595239e-18 -2.97893080e-19 -1.24105591e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.866        	((1.16714646e+00 6.07177020e-01 -3.29199804e-19) (2.25158546e-01 2.34564721e-02 -2.21253699e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.07027279e-19 1.86082024e-19 -1.94640718e-08) (-1.48673681e-18 -2.93578861e-19 -1.24267405e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.924        	((1.17264327e+00 6.27178310e-01 -3.30467153e-19) (2.25405216e-01 2.61567188e-02 -6.39604870e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.10265612e-19 1.87171954e-19 -2.14438283e-08) (-1.49960733e-18 -2.84812071e-19 -1.24287318e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
284.983        	((1.17644422e+00 6.46301095e-01 -3.31080426e-19) (2.25668335e-01 2.88064965e-02 -1.04716921e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.13353087e-19 1.87962305e-19 -2.32401443e-08) (-1.51040376e-18 -2.78145245e-19 -1.24149338e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.041        	((1.18189592e+00 6.65854879e-01 -3.32012753e-19) (2.25968361e-01 3.14248431e-02 -1.49392142e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.16518803e-19 1.89011650e-19 -2.52334371e-08) (-1.51773847e-18 -2.67359237e-19 -1.23866928e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.1          	((1.18649365e+00 6.83897720e-01 -3.32852670e-19) (2.26287899e-01 3.40004518e-02 -1.94109701e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19436115e-19 1.89891248e-19 -2.69054511e-08) (-1.52793648e-18 -2.57300570e-19 -1.23346819e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.157        	((1.19116739e+00 6.99591574e-01 -3.33518989e-19) (2.26610887e-01 3.65130150e-02 -2.28319968e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.21990238e-19 1.90738619e-19 -2.84689741e-08) (-1.53972517e-18 -2.57018281e-19 -1.22642717e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.215        	((1.19601239e+00 7.15102550e-01 -3.34416608e-19) (2.26931301e-01 3.89706103e-02 -2.51857790e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24514295e-19 1.91587289e-19 -2.99850792e-08) (-1.55401282e-18 -2.66421401e-19 -1.21796485e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.273        	((1.20071905e+00 7.29183531e-01 -3.35151852e-19) (2.27264563e-01 4.13620153e-02 -2.64867147e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.26811313e-19 1.92384133e-19 -3.13452094e-08) (-1.56052122e-18 -2.82623006e-19 -1.20765345e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.331        	((1.20582235e+00 7.42290468e-01 -3.36084438e-19) (2.27621539e-01 4.36891649e-02 -2.63015574e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.28966758e-19 1.93187573e-19 -3.25339209e-08) (-1.56073043e-18 -3.09774091e-19 -1.19508197e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.388        	((1.20928326e+00 7.54181366e-01 -3.36765021e-19) (2.27973482e-01 4.59492555e-02 -2.64164994e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.30915812e-19 1.93715797e-19 -3.35316817e-08) (-1.55940277e-18 -3.32135241e-19 -1.18057641e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.446        	((1.21433003e+00 7.64557524e-01 -3.37609569e-19) (2.28335048e-01 4.81283383e-02 -2.68823773e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32624058e-19 1.94493877e-19 -3.44362512e-08) (-1.55742957e-18 -3.49047161e-19 -1.16469875e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.503        	((1.21783672e+00 7.75321849e-01 -3.37802021e-19) (2.28701471e-01 5.02459014e-02 -2.72320898e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.34381509e-19 1.95010976e-19 -3.51335879e-08) (-1.55547896e-18 -3.65956577e-19 -1.14719789e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.56         	((1.22244928e+00 7.83651249e-01 -3.38581107e-19) (2.29080827e-01 5.23006170e-02 -2.76282300e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35762178e-19 1.95654920e-19 -3.56301079e-08) (-1.55519075e-18 -3.82582982e-19 -1.12785479e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.617        	((1.22648518e+00 7.90842907e-01 -3.39065383e-19) (2.29467536e-01 5.42783733e-02 -2.72809370e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36957778e-19 1.96199550e-19 -3.60169677e-08) (-1.55676771e-18 -4.05765292e-19 -1.10659248e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.673        	((1.23041107e+00 7.97630034e-01 -3.39341915e-19) (2.29842561e-01 5.61814467e-02 -2.76894465e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.38094887e-19 1.96699518e-19 -3.62572193e-08) (-1.55709740e-18 -4.20533882e-19 -1.08322834e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.73         	((1.23396666e+00 8.02665694e-01 -3.39737529e-19) (2.30202785e-01 5.79931104e-02 -2.98828550e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.38953196e-19 1.97147727e-19 -3.64317350e-08) (-1.55880174e-18 -4.16751845e-19 -1.05841726e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.787        	((1.23652198e+00 8.07394226e-01 -3.39948315e-19) (2.30549823e-01 5.97306904e-02 -3.23250396e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39761763e-19 1.97413525e-19 -3.65397325e-08) (-1.56657600e-18 -4.09503999e-19 -1.03200182e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.843        	((1.23926923e+00 8.10346146e-01 -3.40170982e-19) (2.30896330e-01 6.13875627e-02 -3.42400956e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40296614e-19 1.97695158e-19 -3.64748677e-08) (-1.57195395e-18 -4.08652921e-19 -1.00380703e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.899        	((1.24181805e+00 8.13415930e-01 -3.40506809e-19) (2.31237279e-01 6.29758920e-02 -3.71116818e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40831244e-19 1.97955326e-19 -3.64069167e-08) (-1.57755108e-18 -3.96978614e-19 -9.73639409e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
285.956        	((1.24503886e+00 8.14436746e-01 -3.41402215e-19) (2.31576976e-01 6.44806620e-02 -4.01403636e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41052779e-19 1.98298517e-19 -3.62502457e-08) (-1.58229555e-18 -3.81959511e-19 -9.41833141e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.012        	((1.24741083e+00 8.14803966e-01 -3.41690700e-19) (2.31906704e-01 6.59036930e-02 -4.28305683e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41162500e-19 1.98512562e-19 -3.60684355e-08) (-1.58619915e-18 -3.68539365e-19 -9.08509965e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.068        	((1.25004255e+00 8.13949580e-01 -3.42119578e-19) (2.32214113e-01 6.72243354e-02 -4.52629634e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41080983e-19 1.98759330e-19 -3.57971076e-08) (-1.58954134e-18 -3.56023603e-19 -8.74627573e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.124        	((1.25152273e+00 8.12383288e-01 -3.42151673e-19) (2.32493812e-01 6.84624556e-02 -4.75528226e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40882180e-19 1.98822784e-19 -3.54722070e-08) (-1.59321289e-18 -3.44032707e-19 -8.39328910e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.18         	((1.25259793e+00 8.09829257e-01 -3.42349572e-19) (2.32751574e-01 6.96153528e-02 -4.97545693e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40523156e-19 1.98805960e-19 -3.51458859e-08) (-1.59805608e-18 -3.32870130e-19 -8.03270671e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.235        	((1.25402918e+00 8.06120040e-01 -3.42488699e-19) (2.32992651e-01 7.06779587e-02 -5.18787792e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39985743e-19 1.98847241e-19 -3.47816302e-08) (-1.60254080e-18 -3.20933269e-19 -7.66650013e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.291        	((1.25502938e+00 8.01715798e-01 -3.42606113e-19) (2.33225235e-01 7.16622854e-02 -5.39257409e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39347584e-19 1.98834723e-19 -3.43519058e-08) (-1.60610274e-18 -3.08526058e-19 -7.28959829e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.347        	((1.25604713e+00 7.96309568e-01 -3.42497154e-19) (2.33448138e-01 7.25692693e-02 -5.59968614e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.38551491e-19 1.98810534e-19 -3.38312775e-08) (-1.60617727e-18 -2.96652113e-19 -6.89969258e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.402        	((1.25652896e+00 7.89473879e-01 -3.42435005e-19) (2.33661620e-01 7.33867006e-02 -5.84064810e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.37537729e-19 1.98723755e-19 -3.34352042e-08) (-1.60488031e-18 -2.81041425e-19 -6.49988411e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.458        	((1.25650816e+00 7.82504830e-01 -3.42497939e-19) (2.33845694e-01 7.41090031e-02 -6.06053919e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36496819e-19 1.98550238e-19 -3.30024325e-08) (-1.60285130e-18 -2.66116752e-19 -6.09454111e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.513        	((1.25654885e+00 7.74142092e-01 -3.42047285e-19) (2.34002210e-01 7.47314205e-02 -6.22982752e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35242063e-19 1.98373572e-19 -3.25057729e-08) (-1.60082310e-18 -2.53949511e-19 -5.68655706e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.569        	((1.25597841e+00 7.65692129e-01 -3.42176995e-19) (2.34134431e-01 7.52602971e-02 -6.37186838e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.33966027e-19 1.98107393e-19 -3.20437901e-08) (-1.59569476e-18 -2.44033646e-19 -5.27753210e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.624        	((1.25540031e+00 7.56264901e-01 -3.41999563e-19) (2.34248387e-01 7.56986832e-02 -6.45283333e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32529036e-19 1.97840622e-19 -3.16256117e-08) (-1.58985281e-18 -2.38626158e-19 -4.86731814e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.679        	((1.25410966e+00 7.45537373e-01 -3.41690110e-19) (2.34338719e-01 7.60476024e-02 -6.49720445e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.30893087e-19 1.97452112e-19 -3.11391068e-08) (-1.58087718e-18 -2.33817966e-19 -4.45058378e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.735        	((1.25284781e+00 7.33745918e-01 -3.41263936e-19) (2.34417891e-01 7.62906978e-02 -6.49383158e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.29089321e-19 1.97089686e-19 -3.06825314e-08) (-1.56908788e-18 -2.31368615e-19 -4.03684226e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.79         	((1.25131645e+00 7.22082521e-01 -3.40930820e-19) (2.34483854e-01 7.64201070e-02 -6.46863588e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.27306986e-19 1.96696738e-19 -3.02927050e-08) (-1.55612794e-18 -2.29713014e-19 -3.62661163e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
286.845        	((1.24953267e+00 7.09434199e-01 -3.40716090e-19) (2.34532834e-01 7.64469100e-02 -6.43295671e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.25373366e-19 1.96273390e-19 -2.98854037e-08) (-1.54198670e-18 -2.27762552e-19 -3.20589740e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
